location,size,total_sqft,bath,price,bhk,price_per_sqft
Bannerghatta Road,3 BHK,1532.5,3.0,84.29,3,5500.163132137031
Kengeri,6 Bedroom,2.0,6.0,150.0,6,7500000.0
Hullahalli,5 Bedroom,2.0,5.0,99.0,5,4950000.0
Hormavu,2 BHK,2.0,2.0,32.78,2,1639000.0
Anandapura,2 BHK,2.0,2.0,45.0,2,2250000.0
Marathahalli,3 BHK,2.0,3.0,105.0,3,5250000.0
Nagarbhavi,2 BHK,2.0,2.0,50.0,2,2500000.0
Jagajyothi layout,2 BHK,2.0,2.0,58.0,2,2900000.0
Ramagondanahalli,3 BHK,2.0,3.0,60.44,3,3022000.0
Nobo Nagar,3 BHK,2.0,2.0,55.0,3,2750000.0
Gottigere,3 BHK,2.0,2.0,62.0,3,3100000.0
Devanahalli,1 BHK,2.0,1.0,26.91,1,1345500.0
Bommanahalli,3 BHK,2.0,3.0,45.0,3,2250000.0
Whitefield,2 BHK,2.0,2.0,65.0,2,3250000.0
Marathahalli,3 BHK,2.0,3.0,119.0,3,5950000.0
Yelahanka,3 BHK,2.0,4.0,85.0,3,4250000.0
Hulimavu,2 BHK,2.0,2.0,65.0,2,3250000.0
Yelahanka,3 BHK,2.0,2.0,42.0,3,2100000.0
Mysore Road,2 BHK,2.0,2.0,51.0,2,2550000.0
Lakkasandra Extension,5 Bedroom,2.0,3.0,250.0,5,12500000.0
Krishna Reddy Layout,3 BHK,2.0,3.0,55.0,3,2750000.0
Kuvempu Layout,3 Bedroom,2.0,4.0,160.0,3,8000000.0
Billekahalli,3 Bedroom,2.0,3.0,150.0,3,7500000.0
Chandapura,2 BHK,2.0,2.0,29.5,2,1475000.0
Nagarbhavi,3 BHK,2.0,2.0,89.0,3,4450000.0
Kadugodi,2 BHK,2.0,2.0,83.0,2,4150000.0
Rachenahalli,1 BHK,2.0,1.0,39.8,1,1989999.9999999998
Srirampura,2 BHK,2.0,2.0,55.0,2,2750000.0
Bommasandra,2 BHK,2.0,2.0,37.2,2,1860000.0000000002
Sarjapur  Road,3 BHK,2.0,3.0,140.0,3,7000000.0
Electronic City,2 BHK,2.0,2.0,60.0,2,3000000.0
Maithri Layout,3 BHK,2.0,3.0,76.0,3,3800000.0
Kanakpura Road,3 BHK,2.0,3.0,63.5,3,3175000.0
Kalyan nagar,2 BHK,2.0,2.0,65.0,2,3250000.0
HBR Layout,3 BHK,2.0,3.0,90.0,3,4500000.0
Kaveri Nagar,3 BHK,2.0,3.0,155.0,3,7750000.0
Ramagondanahalli,3 BHK,2.0,3.0,142.0,3,7100000.0
Mysore Road,2 BHK,2.0,2.0,43.0,2,2150000.0
Chickpet,2 BHK,2.0,2.0,48.0,2,2400000.0
Whitefield,3 BHK,2.0,2.0,67.0,3,3350000.0
Thanisandra,3 BHK,2.0,3.0,76.02,3,3801000.0
Sarakki Nagar,4 Bedroom,2.0,4.0,358.0,4,17900000.0
T G extension,2 Bedroom,2.0,1.0,95.0,2,4750000.0
Whitefield,3 BHK,2.0,3.0,65.0,3,3250000.0
2nd Block Koramangala,7 Bedroom,2.0,5.0,972.0,7,48600000.0
Whitefield,4 BHK,2856.0,5.0,154.5,4,5409.663865546218
Hosur Road,3 BHK,2.0,3.0,103.0,3,5150000.0
Electronic City Phase II,2 BHK,2.0,2.0,53.0,2,2650000.0
Bhoganhalli,4 BHK,2.0,4.0,111.0,4,5550000.0
Whitefield,2 Bedroom,2.0,2.0,46.13,2,2306500.0
JCR Layout,2 BHK,2.0,2.0,37.0,2,1850000.0
Devi Nagar,2 BHK,2.0,2.0,61.0,2,3050000.0
GKW Layout,4 Bedroom,2.0,4.0,225.0,4,11250000.0
Gandhi Nagar,5 Bedroom,2.0,4.0,80.0,5,4000000.0
Hennur Road,3 BHK,2.0,2.0,77.88,3,3894000.0
8th Block Jayanagar,2 BHK,2.0,2.0,110.0,2,5500000.0
Whitefield,2 Bedroom,2.0,2.0,46.13,2,2306500.0
Seegehalli,3 BHK,2.0,2.0,46.0,3,2300000.0
Electronic City,3 BHK,2.0,2.0,78.0,3,3900000.0
OLd Gurappanapalya,3 BHK,2.0,3.0,155.0,3,7750000.0
Haralur Road,3 BHK,2.0,3.0,130.0,3,6500000.0
Sarjapur  Road,1 BHK,2.0,1.0,39.9,1,1995000.0
AMS Layout,3 Bedroom,2.0,4.0,80.0,3,4000000.0
Green Glen Layout,3 BHK,2.0,3.0,105.0,3,5250000.0
Abbigere,4 Bedroom,2.0,3.0,120.0,4,6000000.0
Mahalakshmi Layout,5 Bedroom,2.0,5.0,200.0,5,10000000.0
Old Madras Road,3 BHK,2.0,2.0,84.0,3,4200000.0
Jnana Ganga Nagar,3 Bedroom,2.0,4.0,81.0,3,4050000.0
Sarjapur  Road,3 BHK,2.0,3.0,130.0,3,6500000.0
8th Phase JP Nagar,2 BHK,2.0,2.0,39.33,2,1966500.0
Sarjapur  Road,4 Bedroom,2.0,4.0,98.0,4,4900000.0
Kasavanhalli,3 BHK,2.0,3.0,92.0,3,4600000.0
Thanisandra,2 BHK,2.0,2.0,55.0,2,2750000.0
JP Nagar,3 BHK,2.0,3.0,69.34,3,3467000.0
Mahadevpura,3 BHK,2.0,2.0,76.0,3,3800000.0
Electronic City,2 BHK,2.0,2.0,47.0,2,2350000.0
Hosur Road,5 Bedroom,2.0,5.0,180.0,5,9000000.0
Uttarahalli,3 BHK,2.0,2.0,60.0,3,3000000.0
rr nagar,2 BHK,2.0,2.0,60.0,2,3000000.0
Vishveshwarya Layout,7 Bedroom,2.0,8.0,180.0,7,9000000.0
"Varthur Road, ",2 BHK,2.0,2.0,64.0,2,3200000.0
Balagere,2 BHK,2.0,2.0,54.59,2,2729500.0
Electronic City Phase II,3 BHK,2.0,2.0,48.33,3,2416500.0
Whitefield,3 BHK,2.0,3.0,58.0,3,2900000.0
VGP Layout,3 BHK,2.0,3.0,90.0,3,4500000.0
Thigalarapalya,3 BHK,2.0,4.0,150.0,3,7500000.0
Kaggadasapura,3 BHK,2.0,3.0,60.0,3,3000000.0
BTM Layout,2 BHK,2.0,2.0,51.5,2,2575000.0
Jakkur,3 BHK,2.0,3.0,136.0,3,6800000.0
TC Palaya,4 Bedroom,2.0,4.0,65.0,4,3250000.0
Yeshwanthpur,3 BHK,2.0,3.0,92.13,3,4606500.0
Brookefield,3 BHK,2.0,2.0,80.0,3,4000000.0
Jakkur,2 BHK,2.0,2.0,65.0,2,3250000.0
Magadi Road,3 BHK,2.0,2.0,55.38,3,2769000.0
Thubarahalli,2 BHK,2.0,2.0,79.0,2,3950000.0
CV Raman Nagar,3 BHK,2.0,2.0,67.0,3,3350000.0
KUDLU MAIN ROAD,3 BHK,2.0,3.0,56.0,3,2800000.0
Seegehalli,2 BHK,2.0,2.0,27.0,2,1350000.0
Yelahanka,1 BHK,2.0,1.0,17.5,1,875000.0
Chikkabanavar,2 BHK,2.0,1.0,25.0,2,1250000.0
Chandapura,1 BHK,2.0,1.0,16.45,1,822500.0
Thanisandra,2 BHK,2.0,2.0,44.0,2,2200000.0
Electronics City Phase 1,2 BHK,2.0,2.0,68.0,2,3400000.0
Harohalli,2 Bedroom,2.0,2.0,200.0,2,10000000.0
Whitefield,4 BHK,2856.0,5.0,158.5,4,5549.7198879551825
Whitefield,2 BHK,2.0,2.0,73.0,2,3650000.0
KR Puram,2 Bedroom,2.0,1.0,65.0,2,3250000.0
Kundalahalli,4 Bedroom,2.0,4.0,550.0,4,27500000.0
Ramamurthy Nagar,6 Bedroom,2.0,4.0,110.0,6,5500000.0
Yelahanka New Town,1 BHK,2.0,2.0,24.0,1,1200000.0
Bommasandra Industrial Area,3 BHK,2.0,3.0,50.0,3,2500000.0
Uttarahalli,3 BHK,2.0,2.0,58.0,3,2900000.0
Ambalipura,4 BHK,2.0,4.0,329.0,4,16450000.0
Green Woods Layout,2 BHK,2.0,2.0,53.0,2,2650000.0
Rajaji Nagar,2 BHK,2.0,2.0,130.0,2,6500000.0
Hosakerehalli,2 BHK,2.0,2.0,46.5,2,2325000.0
8th Phase JP Nagar,2 BHK,2.0,2.0,40.9,2,2045000.0
Seegehalli,3 Bedroom,2.0,5.0,335.0,3,16750000.0
Brookefield,2 BHK,2.0,2.0,55.0,2,2750000.0
Malleshwaram,4 Bedroom,2.0,5.0,815.0,4,40750000.0
Vidyaranyapura,2 BHK,2.0,2.0,54.0,2,2700000.0
Subramanyapura,2 BHK,2.0,2.0,65.0,2,3250000.0
Raja Rajeshwari Nagar,2 BHK,2.0,2.0,44.17,2,2208500.0
Roopena Agrahara,4 Bedroom,2.0,4.0,95.0,4,4750000.0
Kalena Agrahara,1 BHK,2.0,1.0,39.0,1,1950000.0
Yelahanka,3 BHK,2.0,2.0,56.4,3,2820000.0
Ramamurthy Nagar,2 BHK,2.0,2.0,47.0,2,2350000.0
Bhoganhalli,2 BHK,2.0,2.0,75.97,2,3798500.0
Whitefield,4 BHK,2.0,5.0,158.0,4,7900000.0
Vidyaranyapura,4 Bedroom,2.0,4.0,88.0,4,4400000.0
Kundalahalli,3 BHK,2.0,3.0,115.0,3,5750000.0
Stage-4 Bommanahalli,2 BHK,2.0,2.0,58.0,2,2900000.0
Horamavu Banaswadi,2 BHK,2.0,2.0,51.5,2,2575000.0
Banashankari Stage II,4 Bedroom,2.0,3.0,125.0,4,6250000.0
Venkateshpuram,2 BHK,2.0,2.0,24.0,2,1200000.0
1st Phase JP Nagar,1 BHK,2.0,2.0,50.0,1,2500000.0
Hennur Road,4 BHK,2.0,4.0,180.0,4,9000000.0
Rayasandra,1 BHK,2.0,1.0,26.9,1,1345000.0
Gunjur Palya,2 BHK,2.0,2.0,27.0,2,1350000.0
Sarjapur  Road,2 BHK,2.0,2.0,50.0,2,2500000.0
HOSUR MAIN ROAD,2 BHK,2.0,2.0,56.0,2,2800000.0
Kanakapura,3 Bedroom,2.0,3.0,121.0,3,6050000.0
Whitefield,1 BHK,2.0,1.0,51.0,1,2550000.0
Marathahalli,3 BHK,2.0,3.0,58.0,3,2900000.0
Chikkalasandra,3 BHK,2.0,2.0,49.0,3,2450000.0
"Judicial Layout, Kanakapura Road, ",3 BHK,2.0,3.0,64.0,3,3200000.0
Kurubarahalli,1 Bedroom,2.0,1.0,69.0,1,3450000.0
Hormavu,2 BHK,2.0,2.0,35.0,2,1750000.0
Electronics City Phase 1,2 BHK,2.0,2.0,33.92,2,1696000.0
Hosakerehalli,3 BHK,2.0,4.0,260.0,3,13000000.0
Vishwapriya Layout,3 BHK,2.0,3.0,38.0,3,1900000.0
Kaggadasapura,3 BHK,2.0,3.0,75.0,3,3750000.0
Banashankari Stage V,3 BHK,2.0,3.0,47.57,3,2378500.0
7th Phase JP Nagar,2 BHK,2.0,2.0,59.0,2,2950000.0
Kundalahalli,2 BHK,2.0,2.0,53.76,2,2688000.0
Whitefield,2 BHK,1115.0,2.0,34.555,2,3099.103139013453
Dodsworth Layout,3 BHK,2.0,3.0,99.0,3,4950000.0
Mullur,3 BHK,2.0,3.0,95.0,3,4750000.0
Kasturi Nagar,2 BHK,2.0,2.0,58.0,2,2900000.0
Hegganahalli,1 Bedroom,2.0,1.0,48.0,1,2400000.0
Bannerghatta Road,3 BHK,2.0,2.0,45.87,3,2293500.0
Kothanur,1 Bedroom,2.0,1.0,75.0,1,3750000.0
Prashanth Nagar,5 Bedroom,2.0,4.0,600.0,5,30000000.0
Haralur Road,3 BHK,2.0,2.0,90.0,3,4500000.0
5th Phase JP Nagar,2 BHK,2.0,2.0,88.0,2,4400000.0
Electronic City Phase II,2 BHK,2.0,2.0,30.88,2,1544000.0
Sultan Palaya,3 BHK,2.0,3.0,80.0,3,4000000.0
Bellandur,2 BHK,2.0,2.0,87.0,2,4350000.0
Electronic City,2 BHK,2.0,2.0,25.0,2,1250000.0
Kaggadasapura,2 BHK,2.0,2.0,43.0,2,2150000.0
Ananth Nagar,4 Bedroom,2.0,3.0,87.0,4,4350000.0
Mysore Road,2 BHK,2.0,2.0,73.0,2,3650000.0
Lakshminarayana Pura,2 BHK,2.0,2.0,70.0,2,3500000.0
Whitefield,2 BHK,2.0,2.0,39.99,2,1999500.0
Chandapura,3 BHK,2.0,2.0,42.0,3,2100000.0
Hebbal Kempapura,4 BHK,2.0,5.0,310.0,4,15500000.0
Banashankari,2 BHK,2.0,2.0,65.0,2,3250000.0
Byrathi Village,4 Bedroom,2.0,3.0,51.0,4,2550000.0
Kengeri,2 BHK,2.0,2.0,35.5,2,1775000.0
Varthur,2 BHK,2.0,2.0,28.0,2,1400000.0
Nagaraja Garden,3 BHK,2.0,2.0,78.65,3,3932500.0000000005
Thanisandra,2 BHK,2.0,2.0,68.0,2,3400000.0
VGP Layout,3 BHK,2.0,3.0,85.0,3,4250000.0
Banashankari,3 BHK,2.0,3.0,101.0,3,5050000.0
Electronic City Phase II,3 BHK,2.0,3.0,36.6,3,1830000.0
Rayasandra,2 BHK,2.0,2.0,54.0,2,2700000.0
Ejipura,2 BHK,2.0,2.0,70.0,2,3500000.0
"Judicial Layout, Kanakapura Road, ",2 BHK,2.0,2.0,41.0,2,2050000.0
J.P.nagar 6th Phase.Sarakki Nagar,4 BHK,2.0,4.0,185.0,4,9250000.0
Kanakapura,2 BHK,2.0,2.0,65.0,2,3250000.0
Bommenahalli,4 Bedroom,2.0,3.0,2250.0,4,112500000.0
Giri Nagar,6 Bedroom,2.0,6.0,400.0,6,20000000.0
Yelahanka,2 BHK,2.0,2.0,59.2,2,2960000.0
Talaghattapura,3 BHK,2.0,3.0,153.0,3,7650000.0
Old Madras Road,3 BHK,2.0,5.0,210.0,3,10500000.0
1st Block BEL Layout,4 Bedroom,2.0,5.0,250.0,4,12500000.0
JP Nagar,2 BHK,2.0,2.0,45.0,2,2250000.0
Electronic City,2 BHK,2.0,2.0,65.0,2,3250000.0
Uttarahalli,2 BHK,2.0,2.0,53.55,2,2677500.0
Whitefield,2 BHK,2.0,2.0,77.0,2,3850000.0
Sarjapura - Attibele Road,3 Bedroom,2.0,3.0,90.0,3,4500000.0
Yelahanka,2 BHK,2.0,2.0,52.0,2,2600000.0
Sarjapur,2 BHK,2.0,2.0,36.0,2,1800000.0
Hormavu,3 BHK,2.0,2.0,35.27,3,1763500.0000000002
Prithvi Layout,3 BHK,2.0,3.0,65.0,3,3250000.0
Billekahalli,3 BHK,2.0,3.0,225.0,3,11250000.0
Yelahanka,2 BHK,2.0,2.0,65.0,2,3250000.0
Hosur Road,2 BHK,2.0,2.0,106.0,2,5300000.0
Dodsworth Layout,3 BHK,2.0,3.0,99.0,3,4950000.0
Kaverappa Layout,2 BHK,2.0,2.0,68.0,2,3400000.0
Haralur Road,2 BHK,2.0,2.0,60.0,2,3000000.0
Whitefield,3 Bedroom,2.0,3.0,68.4,3,3420000.0000000005
Kothnur Narayanapura,2 Bedroom,2.0,1.0,77.5,2,3875000.0
Amruthnagar,2 BHK,2.0,2.0,48.0,2,2400000.0
Ambedkar Colony,2 BHK,2.0,2.0,145.0,2,7250000.0
Anekal,4 Bedroom,2.0,2.0,36.0,4,1800000.0
Gollarapalya Hosahalli,2 BHK,2.0,2.0,36.5,2,1825000.0
Kundalahalli,2 BHK,2.0,2.0,82.62,2,4131000.0
Lakshmipura,2 Bedroom,2.0,2.0,75.0,2,3750000.0
Kirloskar Layout,10 Bedroom,2.0,10.0,190.0,10,9500000.0
Hongasandra,2 BHK,2.0,2.0,45.0,2,2250000.0
Rajaji Nagar,3 BHK,2.0,3.0,369.0,3,18450000.0
Ramamurthy Nagar,2 BHK,2.0,2.0,62.0,2,3100000.0
Lingadheeranahalli,3 BHK,2.0,3.0,113.0,3,5650000.0
Harlur,3 BHK,2.0,3.0,131.0,3,6550000.0
BEL Road,5 Bedroom,2.0,4.0,1000.0,5,50000000.0
Vignana Nagar,4 BHK,2.0,4.0,90.0,4,4500000.0
Vittasandra,2 BHK,2.0,2.0,67.32,2,3365999.9999999995
Dasanapura,2 BHK,2.0,2.0,42.0,2,2100000.0
Dodda Nekkundi,2 BHK,2.0,2.0,46.5,2,2325000.0
Varthur,2 BHK,2.0,2.0,34.0,2,1700000.0
Doddabele,2 BHK,2.0,2.0,36.0,2,1800000.0
Banashankari,3 BHK,2.0,2.0,55.0,3,2750000.0
1st Phase JP Nagar,3 BHK,2.0,3.0,131.0,3,6550000.0
Begur Road,1 BHK,2.0,1.0,40.0,1,2000000.0
Whitefield,2 BHK,2.0,2.0,37.0,2,1850000.0
Indira Nagar,2 BHK,2.0,2.0,100.0,2,5000000.0
Rayasandra,3 BHK,2.0,3.0,75.17,3,3758500.0
Race Course Road,4 Bedroom,2.0,4.0,450.0,4,22500000.0
Kaggadasapura,2 BHK,2.0,2.0,48.0,2,2400000.0
Electronics City Phase 1,2 BHK,2.0,2.0,46.0,2,2300000.0
Rajaji Nagar,3 BHK,2.0,3.0,220.0,3,11000000.0
Thanisandra,3 BHK,2.0,3.0,110.0,3,5500000.0
Raja Rajeshwari Nagar,2 BHK,2.0,2.0,40.44,2,2022000.0
Yelahanka,3 BHK,2.0,3.0,108.0,3,5400000.0
9th Phase JP Nagar,2 BHK,2.0,2.0,60.0,2,3000000.0
Shivaji Nagar,2 BHK,2.0,1.0,27.0,2,1350000.0
Whitefield,2 BHK,2.0,2.0,42.0,2,2100000.0
CV Raman Nagar,2 BHK,2.0,2.0,60.0,2,3000000.0
Thigalarapalya,3 BHK,2.0,4.0,135.0,3,6750000.0
Banashankari Stage VI,2 BHK,2.0,2.0,59.0,2,2950000.0
Srirampuram,3 BHK,2.0,2.0,156.0,3,7800000.0
Ejipura,3 BHK,2.0,3.0,135.0,3,6750000.0
Basaveshwara Nagar,6 Bedroom,2.0,4.0,150.0,6,7500000.0
Kannamangala,2 BHK,2.0,2.0,52.5,2,2625000.0
Basaveshwara Nagar,5 Bedroom,2.0,4.0,310.0,5,15500000.0
Bannerghatta Road,2 BHK,2.0,2.0,69.0,2,3450000.0
Bannerghatta Road,3 BHK,2.0,2.0,87.0,3,4350000.0
Manorayana Palya,3 BHK,2.0,2.0,75.0,3,3750000.0
Uttarahalli,3 BHK,2.0,2.0,57.0,3,2850000.0
Jakkur,3 BHK,2.0,2.0,65.0,3,3250000.0
Horamavu Banaswadi,2 BHK,2.0,2.0,51.5,2,2575000.0
Abbaiah Reddy Layout,2 BHK,2.0,2.0,38.49,2,1924500.0
Sarjapur  Road,3 BHK,2.0,3.0,58.0,3,2900000.0
Chikkalasandra,2 BHK,2.0,2.0,46.76,2,2338000.0
Lingarajapuram,2 BHK,2.0,2.0,55.0,2,2750000.0
Vasanthapura,2 BHK,2.0,2.0,34.82,2,1741000.0
Vasantha Vallabha Nagar,2 BHK,2.0,1.0,44.0,2,2200000.0
Haralur Road,2 BHK,2.0,2.0,42.0,2,2100000.0
Ganga Nagar,3 BHK,2.0,2.0,125.0,3,6250000.0
Padmanabhanagar,3 BHK,2.0,2.0,90.63,3,4531500.0
Talaghattapura,3 BHK,2.0,3.0,148.0,3,7400000.0
Yeshwanthpur,9 Bedroom,2.0,6.0,270.0,9,13500000.0
Sadahalli,3 Bedroom,2.0,2.0,130.0,3,6500000.0
Vajarahalli,3 Bedroom,2.0,3.0,120.0,3,6000000.0
Marathahalli,2 BHK,2.0,2.0,104.0,2,5200000.0
Sarjapur  Road,3 BHK,2.0,2.0,116.0,3,5800000.0
Electronic City Phase II,3 BHK,2.0,3.0,80.0,3,4000000.0
Marathahalli,1 BHK,2.0,1.0,38.0,1,1900000.0
Balagere,2 BHK,2.0,2.0,64.0,2,3200000.0
Marathahalli,3 BHK,2.0,3.0,89.0,3,4450000.0
Whitefield,2 BHK,2.0,2.0,69.0,2,3450000.0
Electronic City Phase II,2 BHK,2.0,2.0,56.13,2,2806500.0
Thanisandra,3 BHK,2.0,3.0,93.15,3,4657500.0
Pai Layout,2 BHK,2.0,2.0,57.5,2,2875000.0
Hoskote,3 BHK,2.0,3.0,29.0,3,1450000.0
Haralur Road,2 BHK,2.0,2.0,62.0,2,3100000.0
Choodasandra,2 BHK,2.0,2.0,50.0,2,2500000.0
Vidyaranyapura,2 BHK,2.0,2.0,35.0,2,1750000.0
Panathur,3 BHK,1580.0,3.0,71.89,3,4550.0
Subramanyapura,3 BHK,2.0,3.0,90.0,3,4500000.0
Mathikere,2 BHK,2.0,2.0,130.0,2,6500000.0
Chandapura,1 BHK,2.0,1.0,16.45,1,822500.0
Kothannur,3 BHK,2.0,3.0,44.0,3,2200000.0
Kasavanhalli,3 BHK,2.0,3.0,82.0,3,4100000.0
Bhoganhalli,3 BHK,2.0,3.0,129.0,3,6450000.0
BTM Layout,2 BHK,2.0,2.0,46.5,2,2325000.0
Mysore Road,2 BHK,2.0,2.0,45.0,2,2250000.0
Old Airport Road,4 BHK,2.0,4.0,280.0,4,14000000.0
Uttarahalli,6 Bedroom,2.0,6.0,125.0,6,6250000.0
Mysore Road,12 Bedroom,2.0,6.0,300.0,12,15000000.0
Anand nagar,3 BHK,2.0,3.0,125.0,3,6250000.0
Yeshwanthpur,2 BHK,2.0,2.0,80.0,2,4000000.0
6th Phase JP Nagar,2 BHK,2.0,2.0,63.0,2,3150000.0
Hegde Nagar,3 BHK,2.0,3.0,88.0,3,4400000.0
Hoskote,9 Bedroom,2.0,10.0,185.0,9,9250000.0
Bannerghatta Road,4 BHK,2.0,5.0,195.0,4,9750000.0
Whitefield,4 Bedroom,2.0,5.0,250.0,4,12500000.0
Gottigere,2 BHK,2.0,2.0,45.0,2,2250000.0
Sathya Layout,3 BHK,2.0,2.0,100.0,3,5000000.0
Lakshminarayana Pura,3 BHK,2.0,3.0,150.0,3,7500000.0
Harlur,3 BHK,2.0,3.0,130.0,3,6500000.0
Vijayanagar,3 BHK,2.0,3.0,140.0,3,7000000.0
Hoodi,2 BHK,2.0,2.0,43.94,2,2197000.0
Electronics City Phase 1,3 BHK,2.0,3.0,72.54,3,3627000.0000000005
5th Phase JP Nagar,2 BHK,2.0,2.0,48.0,2,2400000.0
Shivaji Nagar,1 Bedroom,2.0,1.0,306.0,1,15300000.0
Thyagaraja Nagar,5 BHK,2.0,4.0,145.0,5,7250000.0
Choodasandra,2 BHK,2.0,2.0,59.0,2,2950000.0
5 Bedroom Farm House in Lakshmipura,5 Bedroom,2.0,6.0,550.0,5,27500000.0
Yelachenahalli,3 BHK,2.0,3.0,73.5,3,3675000.0
Raja Rajeshwari Nagar,2 BHK,2.0,2.0,75.0,2,3750000.0
Hulimavu,4 Bedroom,2.0,4.0,192.0,4,9600000.0
Shree Ananth Nagar Layout,2 BHK,2.0,2.0,59.0,2,2950000.0
Bellandur,3 BHK,2.0,3.0,85.0,3,4250000.0
Shanti Nagar,3 BHK,2.0,2.0,165.0,3,8250000.0
2nd Stage Arekere Mico Layout,4 Bedroom,2.0,4.0,130.0,4,6500000.0
Parappana Agrahara,2 BHK,2.0,2.0,46.0,2,2300000.0
Jayamahal,3 BHK,2.0,3.0,220.0,3,11000000.0
Dasarahalli,3 Bedroom,2.0,2.0,152.0,3,7600000.0
Sarjapur  Road,3 BHK,2.0,3.0,108.0,3,5400000.0
Jigani,3 BHK,2.0,3.0,65.0,3,3250000.0
Veer Sandra,3 Bedroom,2.0,3.0,72.0,3,3600000.0
Karuna Nagar,3 Bedroom,2.0,3.0,165.0,3,8250000.0
Whitefield,3 Bedroom,2.0,3.0,400.0,3,20000000.0
Kanakpura Road,3 BHK,2.0,3.0,85.0,3,4250000.0
TC Palaya,2 Bedroom,2.0,2.0,55.0,2,2750000.0
Chennappa Layout,3 BHK,2.0,2.0,48.0,3,2400000.0
CV Raman Nagar,2 BHK,2.0,2.0,85.0,2,4250000.0
Kambipura,2 BHK,2.0,2.0,44.0,2,2200000.0
Kengeri Satellite Town,2 BHK,2.0,2.0,33.0,2,1650000.0
Brookefield,4 BHK,2.0,3.0,140.0,4,7000000.0
Bhuvaneshwari Nagar,2 BHK,2.0,2.0,45.0,2,2250000.0
Hormavu,2 BHK,2.0,2.0,49.35,2,2467500.0
7th Phase JP Nagar,3 BHK,2.0,3.0,155.0,3,7750000.0
Hennur Road,3 BHK,2.0,3.0,110.0,3,5500000.0
Raja Rajeshwari Nagar 5th Stage,2 BHK,2.0,2.0,38.33,2,1916500.0
Electronic City Phase II,3 BHK,2.0,2.0,38.13,3,1906500.0000000002
Sarjapur  Road,3 BHK,1272.5,2.0,40.72,3,3200.0
7th Phase JP Nagar,2 BHK,2.0,2.0,61.0,2,3050000.0
Budigere,3 BHK,2.0,3.0,85.4,3,4270000.0
Bisuvanahalli,3 BHK,2.0,2.0,41.0,3,2050000.0
TC Palaya,3 Bedroom,2.0,3.0,83.0,3,4150000.0
Electronics City Phase 1,1 RK,2.0,1.0,16.9,1,844999.9999999999
Kadugodi,1 BHK,925.0,1.0,40.7,1,4400.000000000001
Electronic City,2 BHK,2.0,2.0,70.93,2,3546500.0000000005
Chennammana Kere,2 BHK,2.0,2.0,58.4,2,2920000.0
RMV Extension Stage 2,3 BHK,2.0,3.0,120.0,3,6000000.0
 Devarachikkanahalli,2 BHK,2.0,2.0,43.0,2,2150000.0
Langford Town,4 BHK,2.0,4.0,211.0,4,10550000.0
Chandra Layout,3 Bedroom,2.0,3.0,195.0,3,9750000.0
Kalena Agrahara,2 BHK,2.0,2.0,40.0,2,2000000.0
Sadanand Nagar,3 BHK,2.0,3.0,200.0,3,10000000.0
Kaggadasapura,3 BHK,2.0,2.0,75.0,3,3750000.0
Basavangudi,2 BHK,2.0,2.0,93.0,2,4650000.0
Bommenahalli,4 Bedroom,2.0,3.0,135.0,4,6750000.0
"Whietfield, ",3 BHK,2.0,3.0,98.0,3,4900000.0
Hosapalya,8 Bedroom,2.0,8.0,95.0,8,4750000.0
Uttarahalli,3 BHK,2.0,3.0,74.0,3,3700000.0
Arekere,3 BHK,2.0,3.0,150.0,3,7500000.0
Koramangala,3 BHK,2.0,2.0,115.0,3,5750000.0
Harlur,3 BHK,2.0,3.0,140.0,3,7000000.0
Electronics City Phase 1,1 BHK,2.0,1.0,32.0,1,1600000.0
Sidedahalli,9 Bedroom,2.0,7.0,95.0,9,4750000.0
Kodigehalli,8 BHK,2.0,9.0,170.0,8,8500000.0
Chandapura,2 BHK,2.0,2.0,30.0,2,1500000.0
Hennur Gardens,3 BHK,2.0,2.0,115.0,3,5750000.0
Frazer Town,4 BHK,2.0,5.0,410.0,4,20500000.0
Whitefield,4 Bedroom,2.0,6.0,525.0,4,26250000.0
Whitefield,2 BHK,2.0,2.0,37.0,2,1850000.0
Thigalarapalya,2 BHK,2.0,2.0,48.53,2,2426500.0
Horamavu Agara,2 BHK,2.0,2.0,37.0,2,1850000.0
Kundalahalli,2 BHK,2.0,2.0,91.0,2,4550000.0
Basaveshwara Nagar,2 BHK,2.0,2.0,80.0,2,4000000.0
Akshaya Nagar,3 BHK,2.0,2.0,75.0,3,3750000.0
Sarjapur  Road,3 BHK,2.0,3.0,85.0,3,4250000.0
Tejaswini Nagar,3 BHK,2.0,3.0,59.0,3,2950000.0
Kasavanhalli,3 BHK,2.0,3.0,82.0,3,4100000.0
BTM Layout 1stage 9th Main,7 Bedroom,2.0,6.0,138.0,7,6900000.0
Seegehalli,3 BHK,2.0,3.0,68.0,3,3400000.0
Electronic City Phase II,2 BHK,2.0,2.0,26.0,2,1300000.0
Jeevan bima nagar,3 BHK,2.0,3.0,120.0,3,6000000.0
OMBR Layout,3 BHK,2.0,3.0,145.0,3,7250000.0
Kundalahalli,3 BHK,2.0,3.0,146.0,3,7300000.0
B Narayanapura,2 BHK,2.0,2.0,60.0,2,3000000.0
Banaswadi,6 Bedroom,2.0,4.0,150.0,6,7500000.0
Uttarahalli,3 BHK,2.0,2.0,50.0,3,2500000.0
Sanjay nagar,3 BHK,2.0,3.0,75.0,3,3750000.0
